Product Name,Original Price,Discounted Price
CPU AMD RYZEN THREADRIPPER PRO 7975WX (4.0GHZ UP TO 5.3GHZ/162MB/32 CORES 64 THREADS/350W/SOCKET STR5),0,110.799.000₫
"CPU AMD RYZEN THREADRIPPER PRO 5965WX (3.8 GHZ UPTO 4.5GHZ / 141.5MB / 24 CORES, 48 THREADS / 280W / SOCKET SWRX8)",75.999.000₫,66.599.000₫
"CPU AMD RYZEN THREADRIPPER PRO 5995WX (2.7 GHZ UPTO 4.5GHZ / 292MB / 64 CORES, 128 THREADS / 280W / SOCKET SWRX8)",199.999.000₫,181.999.000₫
"CPU AMD RYZEN 7 7700 (3.8 GHZ UPTO 5.3GHZ / 40MB / 8 CORES, 16 THREADS / 65W / SOCKET AM5)",0,8.899.000₫
"CPU AMD RYZEN RYZEN 5 8400F (4.2 GHZ UPTO 4.7GHZ / 22MB / 6 CORES, 12 THREADS / 65W / SOCKET AM5)",5.899.000₫,4.499.000₫
"CPU AMD RYZEN RYZEN 5 7500F (3.7 GHZ UPTO 5.0GHZ / 38MB / 6 CORES, 12 THREADS / 65W / SOCKET AM5)",8.599.000₫,4.699.000₫
"CPU AMD RYZEN 5 9600X (3.9 GHZ UPTO 5.4GHZ / 38MB / 6 CORES, 12 THREADS / 65W / SOCKET AM5)",8.999.000₫,7.899.000₫
"CPU AMD RYZEN 7 5700 (3.7GHZ UPTO 4.6GHZ / 20MB / 8 CORES, 16 THREADS / 65W / SOCKET AM4)",5.899.000₫,4.899.000₫
"CPU AMD RYZEN 9 5900XT (3.3 GHZ UPTO 4.8GHZ / 72MB / 16 CORES, 32 THREADS / 105W / SOCKET AM4)",10.999.000₫,10.299.000₫
"CPU AMD RYZEN 7 5800XT (3.8 GHZ UPTO 4.8GHZ / 36MB / 8 CORES, 16 THREADS / 105W / SOCKET AM4)",7.999.000₫,7.299.000₫
CPU AMD RYZEN THREADRIPPER PRO 7965WX (4.2GHZ UP TO 5.3GHZ/153MB/24 CORES 48 THREADS/350W/SOCKET STR5),0,76.599.000₫
"CPU AMD RYZEN 5 5500GT (4.4 GHZ UPTO 3.6 GHZ / 19MB / 6 CORES, 12 THREADS / 65W / SOCKET AM5)",3.999.000₫,3.149.000₫
CPU AMD RYZEN THREADRIPPER 7960X (4.2GHZ UP TO 5.3GHZ/153MB/24 CORES 48 THREADS/350W/SOCKET STR5),0,42.999.000₫
"CPU AMD RYZEN THREADRIPPER PRO 3955WX (3.9 GHZ UPTO 4.3GHZ / 73MB / 16 CORES, 32 THREADS / 280W / SOCKET SWRX8)",0,29.899.000₫
"CPU AMD RYZEN THREADRIPPER PRO 3975WX (3.5 GHZ UPTO 4.2GHZ / 146MB / 32 CORES, 64 THREADS / 280W / SOCKET SWRX8)",0,71.899.000₫
"CPU AMD RYZEN THREADRIPPER PRO 3995WX (2.7 GHZ UPTO 4.2GHZ / 292MB / 64 CORES, 128 THREADS / 280W / SOCKET SWRX8)",0,140.799.000₫
